Name,Address,Mon,Tue,Wed,Thu,Fri,Sat,Sun
Kuan & Zhai Alley,"14409 Greenwood Ave N, Seattle, WA 98133","['Closed', '']","['Closed', '']","['11:00 AM - 8:15 PM', '']","['11:00 AM - 8:15 PM', '']","['11:00 AM - 8:15 PM', '']","['11:00 AM - 8:15 PM', '']","['12:00 PM - 8:15 PM', '']"
Man vs Fries,"825 NE Northgate Way, Seattle, WA 98125","['11:00 AM - 2:00 AM (Next day)', '']","['11:00 AM - 2:00 AM (Next day)', '']","['11:00 AM - 2:00 AM (Next day)', '']","['11:00 AM - 2:00 AM (Next day)', '']","['11:00 AM - 2:00 AM (Next day)', '']","['11:00 AM - 2:00 AM (Next day)', '']","['11:00 AM - 2:00 AM (Next day)', '']"
Magnuson Cafe & Brewery,"7801 62nd Ave NE, Seattle, WA 98115","['11:30 AM - 9:00 PM', '']","['11:30 AM - 9:00 PM', '']","['11:30 AM - 9:00 PM', '']","['11:30 AM - 9:00 PM', '']","['11:30 AM - 9:00 PM', '']","['9:00 AM - 9:00 PM', '']","['9:00 AM - 9:00 PM', '']"
Acapulco Fresh Mexican Grill,"6016 NE Bothell Way, Ste D, Kenmore, WA 98028","['11:00 AM - 8:30 PM', '']","['11:00 AM - 8:30 PM', '']","['11:00 AM - 8:30 PM', '']","['11:00 AM - 8:30 PM', '']","['11:00 AM - 8:30 PM', '']","['11:00 AM - 8:30 PM', '']","['11:00 AM - 8:00 PM', '']"
Gilson Korean Restaurant,"22716 Hwy 99, Edmonds, WA 98026","['5:00 PM - 11:00 PM', '']","['5:00 PM - 11:00 PM', '']","['5:00 PM - 11:00 PM', '']","['5:00 PM - 2:00 AM (Next day)', '']","['5:00 PM - 2:00 AM (Next day)', '']","['5:00 PM - 2:00 AM (Next day)', '']","['Closed', '']"
Tubs Gourmet Subs,"11064 Lake City Way NE, Ste 16, Seattle, WA 98125","['10:30 AM - 7:00 PM', '']","['10:30 AM - 7:00 PM', '']","['10:30 AM - 7:00 PM', '']","['10:30 AM - 7:00 PM', '']","['10:30 AM - 7:00 PM', '']","['10:30 AM - 7:00 PM', '']","['11:00 AM - 5:00 PM', '']"
Chick-fil-A,"12801 Aurora Ave N, Seattle, WA 98133","['6:30 AM - 9:00 PM', '']","['6:30 AM - 9:00 PM', '']","['6:30 AM - 9:00 PM', '']","['6:30 AM - 9:00 PM', '']","['6:30 AM - 10:00 PM', '']","['6:30 AM - 10:00 PM', '']","['Closed', '']"
Peking House,"17505 15th Ave NE, Shoreline, WA 98155","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['12:00 PM - 10:00 PM', '']"
The Butcher Shop Cafe,"15022 Juanita Dr NE, Kenmore, WA 98028","['Closed', '']","['11:00 AM - 7:00 PM', '']","['11:00 AM - 7:00 PM', '']","['11:00 AM - 7:00 PM', '']","['11:00 AM - 7:00 PM', '']","['11:00 AM - 7:00 PM', '']","['11:00 AM - 5:00 PM', '']"
Here & There Grill,"Edmonds, WA 98020","['Closed', '']","['11:00 AM - 1:30 PM', '']","['11:00 AM - 1:30 PM', '']","['Closed', '']","['Closed', '']","['Closed', '']","['Closed', '']"
Pho Ha,"15215 Aurora Ave N, Shoreline, WA 98133","['10:30 AM - 11:00 PM', '']","['10:30 AM - 11:00 PM', '']","['10:30 AM - 11:00 PM', '']","['10:30 AM - 11:00 PM', '']","['10:30 AM - 11:00 PM', '']","['10:30 AM - 11:00 PM', '']","['10:30 AM - 9:00 PM', '']"
Arnies Restaurant,"300 Admiral Way, Ste 211, Edmonds, WA 98020","['11:30 AM - 10:00 PM', '']","['11:30 AM - 10:00 PM', '']","['11:30 AM - 10:00 PM', '']","['11:30 AM - 10:00 PM', '']","['11:30 AM - 11:00 PM', '']","['11:30 AM - 11:00 PM', '']","['10:00 AM - 10:00 PM', '']"
Lake City Gyros,"12340 Lake City Way NE, Seattle, WA 98125","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['12:00 PM - 9:00 PM', '']","['12:00 PM - 7:30 PM', '']"
Lake City Gyros,"12340 Lake City Way NE, Seattle, WA 98125","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['12:00 PM - 9:00 PM', '']","['12:00 PM - 7:30 PM', '']"
Rory's of Edmonds Bar & Grill,"105 Main St, Edmonds, WA 98020","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']"
Ichi Roll Wok & Teriyaki,"306 N 125th St, Seattle, WA 98133","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['Closed', '']"
Boiling Point,"22001 Hwy 99, Ste 100, Edmonds, WA 98026","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:30 PM', '']","['11:00 AM - 9:30 PM', '']","['11:00 AM - 9:00 PM', '']"
Fuji Teppanyaki & Sushi,"5621 196th St SW, Lynnwood, WA 98036","['4:30 PM - 9:30 PM', '']","['4:30 PM - 9:30 PM', '']","['4:30 PM - 9:30 PM', '']","['4:30 PM - 9:30 PM', '']","['4:30 PM - 10:00 PM', '']","['4:30 PM - 10:00 PM', '']","['4:30 PM - 9:00 PM', '']"
Las Margaritas,"14356 Aurora Ave N, Seattle, WA 98133","['11:30 AM - 10:00 PM', '']","['11:30 AM - 10:00 PM', '']","['11:30 AM - 10:00 PM', '']","['11:30 AM - 10:00 PM', '']","['11:30 AM - 11:00 PM', '']","['11:30 AM - 11:00 PM', '']","['11:30 AM - 10:00 PM', '']"
Chada Thai Restaurant,"308 N 125th St, Seattle, WA 98133","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:30 AM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']"
Taqueria Pollo Asado,"2121 196th St SW, Lynnwood, WA 98036","['8:00 AM - 8:00 PM', '']","['8:00 AM - 8:00 PM', '']","['8:00 AM - 8:00 PM', '']","['8:00 AM - 8:00 PM', '']","['8:00 AM - 8:00 PM', '']","['9:00 AM - 7:00 PM', '']","['9:00 AM - 3:00 PM', '']"
Nasai Teriyaki,"3221 NE 145th St, Seattle, WA 98125","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['Closed', '']"
Best Teriyaki,"1437 NW Richmond Beach Rd, Ste A, Shoreline, WA 98177","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['Closed', '']"
Girardi's Osteria,"504 5th Ave S, Edmonds, WA 98020","['4:00 PM - 8:00 PM', '']","['4:00 PM - 8:00 PM', '']","['4:00 PM - 8:00 PM', '']","['4:00 PM - 8:00 PM', '']","['11:30 AM - 9:00 PM', '']","['11:30 AM - 9:00 PM', '']","['11:30 AM - 8:00 PM', '']"
Shore Pine Coffee & Gelato,"220 Railroad Ave, Edmonds Waterfront Center, Edmonds, WA 98020","['8:00 AM - 7:00 PM', '']","['8:00 AM - 7:00 PM', '']","['8:00 AM - 7:00 PM', '']","['8:00 AM - 7:00 PM', '']","['8:00 AM - 7:00 PM', '']","['8:00 AM - 7:00 PM', '']","['8:00 AM - 7:00 PM', '']"
Teriyaki Island,"1263 N 205th St, Shoreline, WA 98133","['10:30 AM - 8:00 PM', '']","['10:30 AM - 8:00 PM', '']","['10:30 AM - 8:00 PM', '']","['10:30 AM - 8:00 PM', '']","['10:30 AM - 8:00 PM', '']","['10:30 AM - 8:00 PM', '']","['11:00 AM - 7:00 PM', '']"
Omar's Taqueria,"20801 WA-99, Ste 102, Lynnwood, WA 98036","['8:00 AM - 8:00 PM', '']","['8:00 AM - 8:00 PM', '']","['8:00 AM - 8:00 PM', '']","['8:00 AM - 8:00 PM', '']","['8:00 AM - 8:00 PM', '']","['8:00 AM - 8:00 PM', '']","['8:00 AM - 8:00 PM', '']"
Best Teriyaki,"1437 NW Richmond Beach Rd, Ste A, Shoreline, WA 98177","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['Closed', '']"
North Star Diner & Shanghai Room,"8580 Greenwood Ave N, Seattle, WA 98103","['9:00 AM - 5:00 PM', '']","['Closed', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']"
Amorn Thai,"22826 56th Ave W, Mountlake Terrace, WA 98043","['11:30 AM - 8:30 PM', '']","['11:30 AM - 8:30 PM', '']","['11:30 AM - 8:30 PM', '']","['11:30 AM - 8:30 PM', '']","['11:30 AM - 8:30 PM', '']","['11:30 AM - 8:30 PM', '']","['11:30 AM - 8:30 PM', '']"
Vinbero,"203 5th Ave S, Ste 1, Edmonds, WA 98020","['11:00 AM - 3:00 PM', '']","['11:00 AM - 3:00 PM', '']","['11:00 AM - 3:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 5:00 PM', '']"
Omar's Taqueria,"20801 WA-99, Ste 102, Lynnwood, WA 98036","['8:00 AM - 8:00 PM', '']","['8:00 AM - 8:00 PM', '']","['8:00 AM - 8:00 PM', '']","['8:00 AM - 8:00 PM', '']","['8:00 AM - 8:00 PM', '']","['8:00 AM - 8:00 PM', '']","['8:00 AM - 8:00 PM', '']"
Flying Squirrel Pizza,"8310 5th Ave NE, Seattle, WA 98115","['5:00 PM - 8:00 PM', '']","['5:00 PM - 8:00 PM', '']","['5:00 PM - 8:00 PM', '']","['5:00 PM - 8:00 PM', '']","['5:00 PM - 8:00 PM', '']","['5:00 PM - 8:00 PM', '']","['5:00 PM - 8:00 PM', '']"
Teriyaki Island,"1263 N 205th St, Shoreline, WA 98133","['10:30 AM - 8:00 PM', '']","['10:30 AM - 8:00 PM', '']","['10:30 AM - 8:00 PM', '']","['10:30 AM - 8:00 PM', '']","['10:30 AM - 8:00 PM', '']","['10:30 AM - 8:00 PM', '']","['11:00 AM - 7:00 PM', '']"
Todo Mexico,"19953 Ballinger Way NE, Shoreline, WA 98155","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 9:00 PM', '']"
Wet -Mex,"14602 15th Ave NE, Seattle, WA 98155","['9:00 AM - 7:00 PM', '']","['9:00 AM - 7:00 PM', '']","['9:00 AM - 7:00 PM', '']","['9:00 AM - 7:00 PM', '']","['9:00 AM - 7:00 PM', '']","['9:00 AM - 7:00 PM', '']","['9:00 AM - 3:00 PM', '']"
Teriyaki Plus,"19939 Ballinger Way NE, Shoreline, WA 98155","['11:30 AM - 9:00 PM', '']","['11:30 AM - 9:00 PM', '']","['11:30 AM - 9:00 PM', '']","['11:30 AM - 9:00 PM', '']","['11:30 AM - 9:00 PM', '']","['12:00 PM - 9:00 PM', '']","['Closed', '']"
North Star Diner & Shanghai Room,"8580 Greenwood Ave N, Seattle, WA 98103","['9:00 AM - 5:00 PM', '']","['Closed', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']"
Gangnam Korean Restaurant,"19505 44th Ave W, Lynnwood, WA 98036","['10:00 AM - 11:00 PM', '']","['10:00 AM - 11:00 PM', '']","['10:00 AM - 11:00 PM', '']","['10:00 AM - 11:00 PM', '']","['10:00 AM - 11:00 PM', '']","['10:00 AM - 11:00 PM', '']","['9:00 AM - 11:00 PM', '']"
Shari's RESTAURANT,"15252 Aurora Ave N, Shoreline, WA 98133","['7:00 AM - 11:00 PM', '']","['7:00 AM - 11:00 PM', '']","['7:00 AM - 11:00 PM', '']","['7:00 AM - 11:00 PM', '']","['7:00 AM - 12:00 AM (Next day)', '']","['7:00 AM - 12:00 AM (Next day)', '']","['7:00 AM - 11:00 PM', '']"
Kahlo’s Cantina,"102 Main St, Edmonds, WA 98020","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 10:00 PM', '']"
Lake Forest Bar & Grill,"17535 Ballinger Way NE, Seattle, WA 98155","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 10:00 PM', '']","['9:00 AM - 10:00 PM', '']","['9:00 AM - 8:00 PM', '']"
Baja Tacos & Beer Mexican Restaurant,"9211 Holman Rd NW, Seattle, WA 98117","['10:30 AM - 11:00 PM', '']","['10:30 AM - 11:00 PM', '']","['10:30 AM - 11:00 PM', '']","['10:30 AM - 11:00 PM', '']","['10:30 AM - 11:00 PM', '']","['10:30 AM - 11:30 PM', '']","['10:30 AM - 11:00 PM', '']"
The Potlatch Bistro,"220 Railroad Ave, Edmonds Waterfront Center, Edmonds, WA 98020","['11:00 AM - 2:00 PM', '']","['11:00 AM - 2:00 PM', '']","['11:00 AM - 2:00 PM', '']","['11:00 AM - 2:00 PM', '']","['11:00 AM - 2:00 PM', '']","['Closed', '']","['Closed', '']"
Watershed Pub & Kitchen,"10104 3rd Ave NE, Seattle, WA 98125","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']"
A1 Hop Shop 144th,"14401 Greenwood Ave N, Seattle, WA 98133","['12:00 PM - 11:00 PM', '']","['12:00 PM - 11:00 PM', '']","['12:00 PM - 11:00 PM', '']","['12:00 PM - 12:00 AM (Next day)', '']","['12:00 PM - 12:00 AM (Next day)', '']","['12:00 PM - 12:00 AM (Next day)', '']","['12:00 PM - 11:00 PM', '']"
Amorn Thai,"22826 56th Ave W, Mountlake Terrace, WA 98043","['11:30 AM - 8:30 PM', '']","['11:30 AM - 8:30 PM', '']","['11:30 AM - 8:30 PM', '']","['11:30 AM - 8:30 PM', '']","['11:30 AM - 8:30 PM', '']","['11:30 AM - 8:30 PM', '']","['11:30 AM - 8:30 PM', '']"
Waroeng Jajanan,"22315 Hwy 99, Ste I, Edmonds, WA 98026","['Closed', '']","['12:00 PM - 4:00 PM', '']","['12:00 PM - 4:00 PM', '']","['12:00 PM - 4:00 PM', '']","['12:00 PM - 6:00 PM', '']","['12:00 PM - 6:00 PM', '']","['12:00 PM - 4:00 PM', '']"
Chaiyo Thai Cuisine,"11749 15th Ave NE, Seattle, WA 98125","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 10:00 PM', '']","['12:00 PM - 10:00 PM', '']","['12:00 PM - 9:00 PM', '']"
The Potlatch Bistro,"220 Railroad Ave, Edmonds Waterfront Center, Edmonds, WA 98020","['11:00 AM - 2:00 PM', '']","['11:00 AM - 2:00 PM', '']","['11:00 AM - 2:00 PM', '']","['11:00 AM - 2:00 PM', '']","['11:00 AM - 2:00 PM', '']","['Closed', '']","['Closed', '']"
Pimienta Bistro & Bar,"34029 Hoyt Rd SW, Ste C, Federal Way, WA 98023","['Closed', '']","['4:30 PM - 9:00 PM', '']","['4:30 PM - 9:00 PM', '']","['4:30 PM - 9:00 PM', '']","['4:30 PM - 9:00 PM', '']","['4:30 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']"
Lumpia World,"1610 S 341st Pl, Ste J, Federal Way, WA 98003","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['12:00 PM - 6:00 PM', '']","['Closed', '']"
Sizzle & Crunch Vietnamese Grill,"31448 Pacific Hwy S, Federal Way, WA 98003","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']"
Pac Island Grill,"2012 S 320th St, Ste H, Federal Way, WA 98003","['Closed', '']","['12:00 PM - 7:00 PM', '']","['12:00 PM - 7:00 PM', '']","['12:00 PM - 7:00 PM', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['11:30 AM - 5:30 PM', '']"
Nami Sushi,"31260 Pacific Hwy S, Ste 12, Federal Way, WA 98003","['11:30 AM - 10:00 PM', '']","['11:30 AM - 10:00 PM', '']","['11:30 AM - 10:00 PM', '']","['11:30 AM - 10:00 PM', '']","['11:30 AM - 10:00 PM', '']","['12:00 PM - 11:00 PM', '']","['12:00 PM - 10:00 PM', '']"
Traditional Korean Beef Soup,"31248 Pacific Hwy S, Ste E, Federal Way, WA 98003","['8:30 AM - 8:30 PM', '']","['8:30 AM - 8:30 PM', '']","['8:30 AM - 8:30 PM', '']","['8:30 AM - 8:30 PM', '']","['8:30 AM - 8:30 PM', '']","['8:30 AM - 8:30 PM', '']","['8:30 AM - 8:30 PM', '']"
Bogul Bogul Cafe,"33320 Pacific Hwy S, Ste 106, Federal Way, WA 98003","['Closed', '']","['5:00 PM - 12:00 AM (Next day)', '']","['5:00 PM - 12:00 AM (Next day)', '']","['5:00 PM - 12:00 AM (Next day)', '']","['5:00 PM - 2:00 AM (Next day)', '']","['5:00 PM - 2:00 AM (Next day)', '']","['5:00 PM - 12:00 AM (Next day)', '']"
DaeBak Wang Mandoo,"33100 Pacific Hwy S, Ste 5, Federal Way, WA 98003","['11:00 AM - 8:00 PM', '']","['Closed', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']"
Mama Stortini's - Federal Way,"1911 South 320th St, Federal Way, WA 98003","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 9:00 PM', '']","['11:30 AM - 9:00 PM', '']","['11:30 AM - 8:00 PM', '']"
The Mill Steakhouse + Spirits,"900 Meridian E, Ste 50, Milton, WA 98354","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['9:00 AM - 9:00 PM', '']"
May May Hong Kong BBQ,"1414 S 324th St, Ste B111, Federal Way, WA 98003","['11:00 AM - 8:00 PM', '']","['Closed', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']"
Señor Taco,"33120 Pacific Hwy S, Ste 1, Federal Way, WA 98003","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['Closed', '']"
Red Stone Tofu House,"1616 S 325th St, Federal Way, WA 98003","['10:00 AM - 9:30 PM', '']","['10:00 AM - 9:30 PM', '']","['10:00 AM - 9:30 PM', '']","['10:00 AM - 9:30 PM', '']","['10:00 AM - 9:30 PM', '']","['10:00 AM - 9:30 PM', '']","['11:00 AM - 9:30 PM', '']"
8ight,"33320 Pacific Hwy S, Ste 101, Federal Way, WA 98003","['5:30 PM - 12:30 AM (Next day)', '']","['5:30 PM - 12:30 AM (Next day)', '']","['5:30 PM - 12:30 AM (Next day)', '']","['5:30 PM - 12:30 AM (Next day)', '']","['5:30 PM - 12:30 AM (Next day)', '']","['5:30 PM - 12:30 AM (Next day)', '']","['Closed', '']"
Vons Chicken,"1400 S 312th St, Ste 1, Federal Way, WA 98003","['Closed', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:30 PM', '']","['11:00 AM - 9:30 PM', '']","['12:00 PM - 9:00 PM', '']"
Jin Kook Korean Restaurant,"33120 Pacific Hwy S, Federal Way, WA 98003","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']","['10:00 AM - 8:00 PM', '']"
Hotpot World Rotary,"2020 S 320th St, Ste G, Federal Way, WA 98003","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']"
Poverty Bay Cafe & Coffee Co,"1108 S 322nd Pl, Ste A, Federal Way, WA 98003","['7:00 AM - 4:00 PM', '']","['7:00 AM - 4:00 PM', '']","['7:00 AM - 4:00 PM', '']","['7:00 AM - 4:00 PM', '']","['7:00 AM - 4:00 PM', '']","['7:00 AM - 4:00 PM', '']","['7:00 AM - 4:00 PM', '']"
Kwan Tip Thai,"29426 Pacific Hwy S, Federal Way, WA 98003","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['12:00 PM - 9:00 PM', '']"
Cockatoo's Chicken Restaurant,"33130 Pacific Hwy S, Federal Way, WA 98003","['4:00 PM - 11:00 PM', '']","['4:00 PM - 11:00 PM', '']","['4:00 PM - 11:00 PM', '']","['4:00 PM - 11:00 PM', '']","['4:00 PM - 11:00 PM', '']","['4:00 PM - 11:00 PM', '']","['4:00 PM - 11:00 PM', '']"
The Chopped Leaf,"35002 Pacific Hwy S, Ste A103, Federal Way, WA 98003","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['Closed', '']"
Yangpyung Seoul Restaurant,"33310 Pacific Hwy S, Ste 405, Federal Way, WA 98003","['Closed', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']"
bb.q Chicken and Pub,"31515 Pete Von Reichbauer Way S, Ste 101, Federal Way, WA 98003","['12:00 PM - 7:30 PM', '']","['12:00 PM - 7:30 PM', '']","['12:00 PM - 7:30 PM', '']","['12:00 PM - 7:30 PM', '']","['12:00 PM - 7:30 PM', '']","['12:00 PM - 7:30 PM', '']","['12:00 PM - 7:30 PM', '']"
Youngwol Noodle,"31260 Pacific Hwy S, Federal Way, WA 98003","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 8:00 PM', '']"
Jimmy Mac's Roadhouse,"34902 Pacific Hwy S, Federal Way, WA 98003","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']"
ChangGo Restaurant,"32610 Pacific Hwy S, Ste B3, Federal Way, WA 98003","['4:00 PM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']","['11:00 AM - 12:00 AM (Next day)', '']","['4:00 PM - 12:00 AM (Next day)', '']"
Musashi’s,"2200 W Meeker St, Ste Y-104, Kent, WA 98032","['11:30 AM - 2:30 PM, 5:00 PM - 9:00 PM', '']","['11:30 AM - 2:30 PM, 5:00 PM - 9:00 PM', '']","['11:30 AM - 2:30 PM, 5:00 PM - 9:00 PM', '']","['11:30 AM - 2:30 PM, 5:00 PM - 9:00 PM', '']","['11:30 AM - 2:30 PM, 5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['Closed', '']"
Koharu Restaurant,"31840 Pacific Hwy S, Ste C, Federal Way, WA 98003","['11:00 AM - 9:30 PM', '']","['11:00 AM - 9:30 PM', '']","['11:00 AM - 9:30 PM', '']","['11:00 AM - 9:30 PM', '']","['11:00 AM - 10:00 PM', '']","['11:30 AM - 10:00 PM', '']","['Closed', '']"
Los Bigotes de Villa,"30420 Pacific Hwy S, Unit 3-4, Federal Way, WA 98003","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 10:00 PM', '']"
Jack's BBQ - Algona,"35731 W Valley Hwy S, Algona, WA 98001","['Closed', '']","['5:00 AM - 10:00 AM, 11:00 AM - 8:00 PM', '']","['5:00 AM - 10:00 AM, 11:00 AM - 8:00 PM', '']","['5:00 AM - 10:00 AM, 11:00 AM - 8:00 PM', '']","['5:00 AM - 10:00 AM, 11:00 AM - 9:00 PM', '']","['9:00 AM - 9:00 PM', '']","['9:00 AM - 8:00 PM', '']"
Pho My Chau 2,"1901 SW Campus Dr, Federal Way, WA 98023","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']"
